# This is a data table for enstatite and qtz computed using BurnMan.
# Independent variables are entropy and pressure.
# POINTS: 181 181
# s,J/kg/K P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg
1499.1663849469958 11000.0 890.4383835485205 2946.876453836389 3.944277464619537e-05 1024.1054588056863 3.948639918328263e-05 59203280231.82415 -10936848.520414744
1501.278835322147 11000.0 892.2766880593263 2946.662490649214 3.95540733591815e-05 1024.464592542039 3.948926637144759e-05 59116341666.79323 -10934965.573515669
1503.3912856972975 11000.0 894.1181402490474 2946.44756911878 3.966674377857397e-05 1024.8250584335779 3.949214682099409e-05 59028648565.028564 -10933078.739965884
1505.503736072449 11000.0 895.9627419575118 2946.2316796278787 3.9780817366713757e-05 1025.186903415088 3.9495040666556454e-05 58940185780.476524 -10931188.013114072
1507.616186447601 11000.0 897.8104949290864 2946.014812356892 3.98963272122017e-05 1025.5501752209314 3.9497948045586234e-05 58850938029.7087 -10929293.386305144
1509.7286368227515 11000.0 899.6614008094184 2945.796957275326 4.001330732494863e-05 1025.91492405298 3.9500869098468686e-05 58760889546.49955 -10927394.852880416
1511.8410871979029 11000.0 901.5154611384496 2945.578104142043 4.0131792619736026e-05 1026.2812022997168 3.95038039685227e-05 58670024301.00054 -10925492.406177847
1513.953537573054 11000.0 903.3726773480885 2945.3582424933375 4.025181946348908e-05 1026.6490618191522 3.950675280216383e-05 58578325204.124565 -10923586.039532244
1516.0659879482057 11000.0 905.233050765004 2945.1373616362393 4.0373425600578415e-05 1027.0185571577124 3.950971574899741e-05 58485775444.661194 -10921675.746275516
1518.178438323357 11000.0 907.0965825966559 2944.9154506392174 4.049664970852415e-05 1027.3897464152565 3.95126929619466e-05 58392356636.54126 -10919761.51973687
1520.2908886985074 11000.0 908.963273930829 2944.6924983298404 4.062153187653512e-05 1027.7626868680063 3.9515684597287324e-05 58298051158.3377 -10917843.353243107
1522.4033390736595 11000.0 910.8331257374957 2944.4684932820296 4.074811419266147e-05 1028.1374383027778 3.951869081482291e-05 58202839557.36549 -10915921.240118843
1524.51578944881 11000.0 912.7061388562433 2944.243423804201 4.087643919123455e-05 1028.5140642656472 3.952171177804703e-05 58106702481.9958 -10913995.173686778
1526.6282398239618 11000.0 914.58231399348 2944.0172779412887 4.100655185939137e-05 1028.8926285912696 3.952474765412044e-05 58009619701.45559 -10912065.147267984
1528.7406901991126 11000.0 916.4616517224349 2943.7900434499 4.1138498875359817e-05 1029.2731978239638 3.952779861420859e-05 57911570529.52338 -10910131.154182173
1530.853140574264 11000.0 918.3441524715163 2943.5617077994984 4.127232830742076e-05 1029.6558409338268 3.953086483346997e-05 57812533452.716705 -10908193.187748
1532.9655909494154 11000.0 920.2298165252432 2943.332258157127 4.140808999567617e-05 1030.040629813317 3.953394649126567e-05 57712486306.814995 -10906251.241283359
1535.0780413245661 11000.0 922.1186440107413 2943.101681378212 4.1545835580984696e-05 1030.4276379760083 3.953704377128743e-05 57611405913.30146 -10904305.30810571
1537.1904916997182 11000.0 924.0106349033304 2942.8699639947886 4.1685618624956327e-05 1030.816941569683 3.9540156861720605e-05 57509268990.57435 -10902355.381532408
1539.3029420748687 11000.0 925.9057890092954 2942.637092206329 4.18274956010721e-05 1031.2086213674406 3.9543285955372266e-05 57406050475.935135 -10900401.454881022
1541.4153924500201 11000.0 927.8041059640236 2942.4030518541413 4.1971524240765255e-05 1031.6027588207764 3.95464312500204e-05 57301725220.15975 -10898443.521469714
1543.527842825171 11000.0 929.7055852292106 2942.1678284295663 4.211776495114306e-05 1031.9994394641824 3.954959294830914e-05 57196266901.35435 -10896481.5746176
1545.6402932003227 11000.0 931.6102260784246 2941.93140703368 4.2266281076572477e-05 1032.3987530033692 3.955277125829598e-05 57089648164.716 -10894515.607645119
1547.7527435754746 11000.0 933.5180275938474 2941.6937723898614 4.241713685621784e-05 1032.8007908957059 3.955596639328869e-05 56981841094.04087 -10892545.613874452
1549.8651939506253 11000.0 935.4289886606857 2941.454908809602 4.257040164416919e-05 1033.2056489793215 3.9559178572311064e-05 56872816152.04538 -10890571.586629918
1551.9776443257758 11000.0 937.3431079541333 2941.2148001765345 4.27261454726074e-05 1033.6134270586822 3.9562408020324076e-05 56762543280.41904 -10888593.519238405
1554.0900947009275 11000.0 939.2603839351796 2940.973429944334 4.288444234873618e-05 1034.0242292571172 3.9565654968260784e-05 56650991086.84059 -10886611.40502983
1556.2025450760786 11000.0 941.1808148361742 2940.7307811026076 4.304536948812195e-05 1034.4381637282645 3.956891965349205e-05 56538126712.72952 -10884625.23733759
1558.3149954512298 11000.0 943.1043986575678 2940.4868361610024 4.320900762547154e-05 1034.855341883228 3.957220232004765e-05 56423916689.68016 -10882635.009499058
1560.4274458263812 11000.0 945.0311331562698 2940.2415771359224 4.337543994267803e-05 1035.2758814894141 3.9575503218802626e-05 56308325632.17966 -10880640.714856086
1562.5398962015322 11000.0 946.9610158307478 2939.9949855243062 4.354475451786595e-05 1035.699904873895 3.957882260783808e-05 56191317380.53395 -10878642.346755529
1564.6523465766836 11000.0 948.8940439159051 2939.7470422774322 4.371704287712168e-05 1036.1275396464812 3.958216075280216e-05 56072853667.57753 -10876639.898549795
1566.7647969518346 11000.0 950.8302143653855 2939.4977277885996 4.3892400361488054e-05 1036.5589192794419 3.958551792708458e-05 55952895170.0433 -10874633.363597432
1568.8772473269862 11000.0 952.7695238441229 2939.2470218540307 4.407092766726465e-05 1036.994181704734 3.958889441235224e-05 55831400841.31678 -10872622.735263713
1570.9896977021372 11000.0 954.7119687157683 2938.994903652846 4.4252728901161064e-05 1037.433473011642 3.9592290498828514e-05 55708328359.968636 -10870608.006921275
1573.1021480772886 11000.0 956.6575450212695 2938.7413517279256 4.443791462653122e-05 1037.8769455234103 3.9595706485561096e-05 55583632844.41951 -10868589.171950763
1575.2145984524398 11000.0 958.6062484732829 2938.486343928802 4.462659957533718e-05 1038.3247576431556 3.959914268120192e-05 55457268275.08755 -10866566.223741531
1577.3270488275907 11000.0 960.5580744352192 2938.229857416808 4.4818903733321255e-05 1038.7770766559793 3.9602599403948986e-05 55329186091.654884 -10864539.155692343
1579.439499202742 11000.0 962.5130179049447 2937.9718686002884 4.501495465863218e-05 1039.2340771894037 3.960607698243111e-05 55199336433.304 -10862507.961212141
1581.5519495778933 11000.0 964.4710734994151 2937.7123531130624 4.521488481361979e-05 1039.6959424056445 3.9609575756010596e-05 55067666273.625015 -10860472.63372082
1583.6643999530445 11000.0 966.43223543372 2937.4512857773907 4.541883369959339e-05 1040.1628644403754 3.9613096075295474e-05 54934121075.1236 -10858433.166650068
1585.776850328196 11000.0 968.3964975038543 2937.1886405549144 4.562694847752076e-05 1040.6350452143229 3.961663830281468e-05 54798643534.585365 -10856389.553444218
1587.889300703347 11000.0 970.363853062503 2936.9243905106055 4.583938398052916e-05 1041.1126976042472 3.96202028135187e-05 54661173777.46835 -10854341.78756117
1590.0017510784983 11000.0 972.3342949971557 2936.658507758668 4.6056302620284796e-05 1041.5960441497768 3.962378999552457e-05 54521649380.60492 -10852289.862473348
1592.1142014536497 11000.0 974.3078157105483 2936.390963428345 4.627787557403878e-05 1042.0853206895895 3.96274002505932e-05 54380004403.71295 -10850233.771668691
1594.2266518288004 11000.0 976.2844070848078 2936.121727596165 4.650428439787947e-05 1042.580775786555 3.9631033995060714e-05 54236170233.785835 -10848173.508651728
1596.3391022039516 11000.0 978.2640604637563 2935.850769230347 4.6735720130847686e-05 1043.0826695654953 3.9634691660606766e-05 54090075167.11191 -10846109.06694469
1598.4515525791032 11000.0 980.2467666212469 2935.578056139613 4.6972384504521955e-05 1043.5912780590372 3.9638373694964684e-05 53941643803.259796 -10844040.44008868
1600.5640029542546 11000.0 982.2325157267042 2935.3035549031156 4.7214490697595904e-05 1044.1068933669471 3.964208056288771e-05 53790796684.63969 -10841967.621644912
1602.6764533294054 11000.0 984.2212973125279 2935.0272308004774 4.746226487035697e-05 1044.6298237001 3.964581274711527e-05 53637450808.84908 -10839890.605196014
1604.7889037045568 11000.0 986.2131002391689 2934.7490477350507 4.77159466927868e-05 1045.1603946460007 3.9649570749432314e-05 53481519047.64268 -10837809.384347433
1606.9013540797077 11000.0 988.2079126574099 2934.4689681616014 4.7975789466533556e-05 1045.6989529923144 3.9653355091670526e-05 53322908852.95795 -10835723.952728856
1609.013804454859 11000.0 990.2057219585404 2934.1869529900027 4.824206298703869e-05 1046.245865403147 3.9657166317035444e-05 53161523726.19508 -10833634.303995792
1611.1262548300103 11000.0 992.2065147412941 2933.9029614976876 4.8515053500940635e-05 1046.8015207803942 3.9661004991317166e-05 52997261895.13527 -10831540.431831198
1613.2387052051615 11000.0 994.2102767527103 2933.6169512276115 4.8795065458364975e-05 1047.366333564199 3.9664871704299006e-05 52830015555.20789 -10829442.329947207
1615.3511555803125 11000.0 996.2169928420335 2933.328877882943 4.908242353552126e-05 1047.9407436372082 3.966876707121264e-05 52659671511.15952 -10827339.992086988
1617.4636059554643 11000.0 998.226646901574 2933.0386951969617 4.937747383294114e-05 1048.5252210806505 3.9672691734530966e-05 52486109359.75317 -10825233.412026685
1619.5760563306155 11000.0 1000.2392218019813 2932.7463548186715 4.968058517257504e-05 1049.1202673945131 3.9676646365551276e-05 52309202509.21171 -10823122.583577521
1621.6885067057663 11000.0 1002.254699327983 2932.4518061693425 4.9992152717069275e-05 1049.72641648223 3.968063166637439e-05 52128816845.013275 -10821007.500588015
1623.800957080918 11000.0 1004.2730601094663 2932.1549962855483 5.0312598133548776e-05 1050.34423963761 3.968464837206993e-05 51944810167.5625 -10818888.156946337
1625.9134074560693 11000.0 1006.2942835376598 2931.855869667615 5.064237423082897e-05 1050.9743499022788 3.968869725277182e-05 51757031624.59983 -10816764.54658285
1628.0258578312203 11000.0 1008.3183476789854 2931.554368085354 5.098196738955951e-05 1051.617405695968 3.9692779116355815e-05 51565320640.77533 -10814636.663472794
1630.1383082063712 11000.0 1010.3452291768044 2931.250430389275 5.133189856962058e-05 1052.274111661128 3.969689481104724e-05 51369507041.86242 -10812504.501639199
1632.2507585815229 11000.0 1012.3749031615444 2930.9439922997894 5.169273031271e-05 1052.9452260579835 3.970104522833135e-05 51169409672.21334 -10810368.055155978
1634.3632089566736 11000.0 1014.4073431235738 2930.6349861555395 5.206506848609416e-05 1053.631567998191 3.97052313064225e-05 50964835044.117874 -10808227.318151245
1636.4756593318252 11000.0 1016.4425207949243 2930.3233406724694 5.244956609295921e-05 1054.3340192676046 3.970945403359365e-05 50755576977.221436 -10806082.284810903
1638.5881097069762 11000.0 1018.4804060147144 2930.0089806492297 5.2846931319702024e-05 1055.0535339982664 3.9713714452239216e-05 50541415053.516685 -10803932.949382497
1640.7005600821278 11000.0 1020.5209665731527 2929.6918266490547 5.3257930542291024e-05 1055.7911467625356 3.971801366326399e-05 50322113162.575775 -10801779.306179363
1642.8130104572788 11000.0 1022.5641680452973 2929.3717946556076 5.3683395486290195e-05 1056.5479779173 3.9722352830832825e-05 50097418522.35974 -10799621.349585123
1644.9254608324297 11000.0 1024.609973614104 2929.0487956848115 5.4124231764628904e-05 1057.325245959792 3.972673318772577e-05 49867059969.91833 -10797459.074058555
1647.0379112075816 11000.0 1026.658343856223 2928.7227353510652 5.4581426181148015e-05 1058.124280363053 3.973115604132181e-05 49630745308.43887 -10795292.474138835
1649.150361582732 11000.0 1028.7092365152203 2928.3935133879213 5.5056056190467436e-05 1058.9465310900332 3.973562278021127e-05 49388160063.14992 -10793121.544451294
1651.2628119578837 11000.0 1030.7626062505879 2928.0610231190653 5.554930206427818e-05 1059.7935856125234 3.9740134881495034e-05 49138965119.85715 -10790946.279713638
1653.375262333035 11000.0 1032.8184043453075 2927.7251508445333 5.6062459584425014e-05 1060.6671854952783 3.974469391924795e-05 48882793757.80373 -10788766.674742764
1655.487712708186 11000.0 1034.876578391064 2927.3857751723694 5.659695379092043e-05 1061.5692458397152 3.9749301573738924e-05 48619248391.8724 -10786582.724462193
1657.6001630833373 11000.0 1036.9370719213039 2927.0427662538596 5.715435730507978e-05 1062.5018797457283 3.975395964197814e-05 48347897775.62657 -10784394.423910249
1659.7126134584885 11000.0 1038.9998240028508 2926.6959849191285 5.7736410203600956e-05 1063.4674231620809 3.975867004963802e-05 48068272420.28176 -10782201.768249018
1661.8250638336394 11000.0 1041.064768774435 2926.345281698778 5.8345043353301836e-05 1064.468468328498 3.9763434864545705e-05 47779860489.807945 -10780004.752774255
1663.9375142087904 11000.0 1043.1318349111825 2925.990495699287 5.898240732149221e-05 1065.507900452923 3.976825631218962e-05 47482102030.0095 -10777803.372926312
1666.0499645839423 11000.0 1045.2009450243786 2925.6314533308127 5.9650903146856245e-05 1066.5889397664519 3.9773136793263254e-05 47174383669.85633 -10775597.624302275
1668.1624149590937 11000.0 1047.2720149676315 2925.2679668329706 6.0353224542008234e-05 1067.7151977989215 3.977807890399126e-05 46856030562.58172 -10773387.50266946
1670.2748653342446 11000.0 1049.34495302476 2924.8998325682705 6.109240266075297e-05 1068.890738049764 3.978308545965701e-05 46526298465.05988 -10771173.003980469
1672.3873157093963 11000.0 1051.4196589891799 2924.5268290598374 6.187186372596832e-05 1070.120150149791 3.9788159521657506e-05 46184364227.712135 -10768954.1243901
1674.4997660845474 11000.0 1053.496023075655 2924.148714680823 6.269549712959976e-05 1071.408644213145 3.979330442935461e-05 45829313776.50767 -10766730.860274322
1676.6122164596989 11000.0 1055.5739246490411 2923.765224971602 6.356774034777405e-05 1072.7621607045608 3.97985238370602e-05 45460128583.83357 -10764503.208251765
1678.7246668348491 11000.0 1057.6532307304442 2923.3760694301172 6.449368204894032e-05 1074.1875113098959 3.980382175827399e-05 45075668691.46051 -10762271.165208071
1680.837117210001 11000.0 1059.733794207219 2922.9809277511085 6.54791902255939e-05 1075.692548093436 3.980920261752326e-05 44674652798.46549 -10760034.728323696
1682.9495675851526 11000.0 1061.8154517202638 2922.5794452833043 6.653107268334477e-05 1077.2863756127238 3.981467131297104e-05 44255634374.56172 -10757793.895105805
1685.0620179603034 11000.0 1063.8980211019516 2922.1712275896443 6.765728075302087e-05 1078.9796282268194 3.982023329138756e-05 43816971058.05441 -10755548.66342504
1687.1744683354548 11000.0 1065.9812982571311 2921.7558338047347 6.88671709323615e-05 1080.7848133413481 3.9825894639687614e-05 43356787686.70038 -10753299.031558208
1689.2869187106062 11000.0 1068.0650533651933 2921.332768502628 7.017183946008517e-05 1082.7167588368452 3.983166219699196e-05 42872929955.04851 -10751044.998238223
1691.399369085757 11000.0 1070.1490261587314 2920.9014716234196 7.158456515001573e-05 1084.793204933096 3.9837543693429326e-05 42362905510.754326 -10748786.562712872
1693.5118194609083 11000.0 1072.232920017559 2920.461305837206 7.31213972724352e-05 1087.035586027638 3.984354792423546e-05 41823808097.94219 -10746523.72481467
1695.6242698360595 11000.0 1074.3163944827393 2920.0115405170836 7.480194912545472e-05 1089.4700890260583 3.9849684970558156e-05 41252219149.28243 -10744256.485044593
1697.7367202112105 11000.0 1076.3990556341596 2919.5513311291957 7.665049381865725e-05 1092.1291102591504 3.9855966483382505e-05 40644077455.94974 -10741984.844673561
1699.8491705863623 11000.0 1078.4804435269907 2919.079692260546 7.869750414427317e-05 1095.053308988098 3.986240605507046e-05 39994502440.02734 -10739708.80586682
1701.9616209615133 11000.0 1080.5600154683925 2918.595461750939 8.098187409984116e-05 1098.2945658203273 3.986901971340412e-05 39297550934.429344 -10737428.371838514
1704.074071336664 11000.0 1082.6371233123355 2918.0972518836793 8.355421266809274e-05 1101.9203599577415 3.987582659381442e-05 38545871914.4121 -10735143.547046721
1706.1865217118157 11000.0 1084.710981872864 2917.5833814135417 8.648189509702188e-05 1106.0204961296163 3.988284987544175e-05 37730199382.39117 -10732854.337443925
1708.2989720869664 11000.0 1086.7806235975586 2917.0517779853917 8.985714361130872e-05 1110.7178509208238 3.989011812480167e-05 36838577545.05774 -10730560.750805546
1710.4114224621173 11000.0 1088.8448312282562 2916.4998329261184 9.381063113055415e-05 1116.1864538307939 3.9897667294996794e-05 35855110907.05848 -10728262.797171874
1712.5238728372697 11000.0 1090.9020329988562 2915.9241749823973 9.85360529079409e-05 1122.6841326646713 3.990554384038551e-05 34757779311.07288 -10725960.489461126
1714.6363232124206 11000.0 1092.9501291331835 2915.320295176797 0.00010433915171047264 1130.6175882523366 3.9913809879659676e-05 33514153833.434624 -10723653.84435415
1716.748773587573 11000.0 1094.9861776898615 2914.681866270431 0.00011174854611101417 1140.6894695573192 3.992255255936179e-05 32071952886.67669 -10721342.883640507
1718.8612239627284 11000.0 1097.005753426347 2913.9993519112113 0.00012177375600554644 1154.2416363146083 3.993190318442648e-05 30341347696.024876 -10719027.636430455
1720.9736743379015 11000.0 1099.0015764459968 2913.25703678323 0.00013629475830628725 1173.7781568056016 3.9942078069597483e-05 28199894968.97812 -10716708.143209772
1723.0861247132161 11000.0 1100.961503120605 2912.4287218379395 0.00015750694553100123 1202.2438354915942 3.995343787386082e-05 25661628901.477486 -10714384.463845544
1725.1985750903682 11000.0 1102.870552890934 2911.48230205148 0.0001832567183034814 1236.8294907622908 3.996642532156547e-05 23252690870.945 -10712056.690129185
1727.311025529775 11000.0 1104.7288119220175 2910.4187602540587 0.00019876243217242174 1257.895496349751 3.998103008030448e-05 22061785311.97839 -10709724.94521915
1729.4234758385278 11000.0 1106.5810118280351 2909.335883225544 0.00018204087119376954 1236.0858918870103 3.999591132495552e-05 23354030615.73935 -10707389.320542814
1731.535926213622 11000.0 1108.5110692698509 2908.4154968932385 0.00013324799328906728 1171.4595406105761 4.000856828204123e-05 28606542028.00177 -10705049.750272008
1733.6483765887813 11000.0 1110.57888720138 2907.7863894293073 8.00495180723448e-05 1100.8401329420549 4.001722424419131e-05 39498626876.5183 -10702705.971294539
1735.7608269639331 11000.0 1112.7733462648466 2907.4232891606757 4.445610407376604e-05 1053.610583993439 4.002222188761225e-05 55150195082.20894 -10700357.6646982
1737.8732773390843 11000.0 1115.041026265826 2907.209616217013 2.8149255043123954e-05 1032.0495718359605 4.0025163425062786e-05 68426376613.07997 -10698004.614348989
1739.9857277142353 11000.0 1117.337989085354 2907.049731122158 2.2973987852381257e-05 1025.3080561607567 4.002736477269791e-05 74267489105.1933 -10695646.727029713
1742.0981780893865 11000.0 1119.6451470274478 2906.9021216909864 2.1874046189876886e-05 1023.994199773759 4.00293973201653e-05 75654951318.87999 -10693283.97224056
1744.2106284645376 11000.0 1121.9575363667682 2906.755993773654 2.1738128386908293e-05 1023.9653923206776 4.003140967086656e-05 75833686617.7568 -10690916.337407965
1746.3230788396895 11000.0 1124.2743652341887 2906.6096132925873 2.1748318383676827e-05 1024.131475007895 4.0033425702527165e-05 75824448883.70149 -10688543.813003356
1748.4355292148398 11000.0 1126.5955615863204 2906.462806288533 2.1772590188511704e-05 1024.3161723589105 4.003544781245291e-05 75797079953.90816 -10686166.389798742
1750.5479795899914 11000.0 1128.9211281789467 2906.315560493452 2.1797794061032553e-05 1024.501889014688 4.0037476171460006e-05 75768536138.87436 -10683784.058569923
1752.6604299651428 11000.0 1131.2510724961758 2906.167873813938 2.18231237379784e-05 1024.6875468552764 4.00395108102588e-05 75739856537.30614 -10681396.810077267
1754.772880340294 11000.0 1133.5854022004642 2906.0197445330073 2.1848549311618942e-05 1024.8731088489728 4.004155175439082e-05 75711078981.615 -10679004.635064956
1756.8853307154452 11000.0 1135.9241249696352 2905.8711709365093 2.1874070786460546e-05 1025.0585768670574 4.004359902937431e-05 75682205048.8953 -10676607.524260977
1758.9977810905955 11000.0 1138.2672484833747 2905.722151299619 2.1899688547892366e-05 1025.243956940822 4.004565266089048e-05 75653233234.6824 -10674205.468377084
1761.1102314657471 11000.0 1140.6147804176435 2905.5726838919118 2.192540337145273e-05 1025.4292529209802 4.0047712674713695e-05 75624163537.37117 -10671798.458108818
1763.2226818408985 11000.0 1142.9667284600437 2905.422766965553 2.1951215997853606e-05 1025.614467423094 4.0049779096874406e-05 75594996123.70607 -10669386.484135492
1765.3351322160495 11000.0 1145.32310030004 2905.272398772198 2.1977127064842836e-05 1025.7996054746575 4.005185195342638e-05 75565729252.49464 -10666969.537120175
1767.4475825912011 11000.0 1147.6839036275633 2905.1215775461155 2.200313748415797e-05 1025.9846715615408 4.005393127067946e-05 75536363926.95992 -10664547.607709695
1769.560032966352 11000.0 1150.0491461367346 2904.970301512641 2.2029247412924006e-05 1026.1696694342832 4.005601707508322e-05 75506898497.4416 -10662120.686534628
1771.6724833415033 11000.0 1152.418835525401 2904.818568897477 2.2055457593456025e-05 1026.354603120473 4.0058109393098856e-05 75477333391.05533 -10659688.764209297
1773.784933716655 11000.0 1154.7929794942029 2904.666377901374 2.208176964256101e-05 1026.5394771235124 4.0060208251548465e-05 75447667547.0103 -10657251.831331754
1775.8973840918056 11000.0 1157.1715857451782 2904.5137267229384 2.2108183124002113e-05 1026.724295613773 4.00623136773007e-05 75417900736.07767 -10654809.878483787
1778.009834466957 11000.0 1159.5546619845554 2904.360613550203 2.2134699333449096e-05 1026.9090624331693 4.006442569738719e-05 75388032566.77922 -10652362.89623091
